customer_id,recency,frequency,monetary,total_quantity,unique_products,active_months,avg_order_value,avg_days_between_purchases,cancelled_orders,cancellation_rate,is_uk,churned
12527,204,4,653.72,512,23,4,163.43,78.0,0.0,0.0,0,0
12528,24,4,1089.37,492,45,4,272.3425,66.0,2.0,0.3333333333333333,0,0
12529,437,1,316.48,192,21,1,316.48,437.0,1.0,0.5,0,1
12530,33,8,2976.63,2381,84,8,372.07875,74.0,3.0,0.2727272727272727,0,0
12531,595,1,1645.98,1065,109,1,1645.98,595.0,1.0,0.5,0,0
12533,537,2,1223.89,696,62,2,611.945,110.0,4.0,0.6666666666666666,0,1
12534,40,1,981.18,645,62,1,981.18,40.0,0.0,0.0,0,1
12535,1,2,716.35,219,28,2,358.175,94.0,0.0,0.0,0,1
12537,318,1,612.94,446,42,1,612.94,318.0,0.0,0.0,0,1
12538,287,1,276.5,145,13,1,276.5,287.0,0.0,0.0,0,0
12539,171,6,10136.09,4088,246,4,1689.3483333333334,90.8,1.0,0.14285714285714285,0,0
12540,1,26,15545.11,8675,300,20,597.8888461538462,25.56,2.0,0.07142857142857142,0,0
12541,82,2,480.14,417,26,2,240.07,107.0,0.0,0.0,0,0
12542,393,2,481.88,522,39,2,240.94,156.0,2.0,0.5,0,1
12543,357,1,840.25,683,42,1,840.25,357.0,0.0,0.0,0,1
12545,169,1,544.15,343,33,1,544.15,169.0,0.0,0.0,0,0
12547,107,3,299.58,306,12,3,99.86,151.0,0.0,0.0,0,1
12548,75,1,67.19999999999999,48,4,1,67.19999999999999,75.0,0.0,0.0,0,1
12549,485,5,1570.68,1365,37,2,314.136,30.25,0.0,0.0,0,1
12551,267,1,168.0,100,10,1,168.0,267.0,0.0,0.0,0,1
12553,19,9,2940.06,1689,95,8,326.67333333333335,39.125,4.0,0.3076923076923077,0,0
12554,358,1,384.5,237,25,1,384.5,358.0,0.0,0.0,0,1
12556,60,1,308.75,163,60,1,308.75,60.0,0.0,0.0,0,0
12557,67,7,15106.14,5462,15,7,2158.02,94.0,0.0,0.0,0,0
12559,220,2,525.71,281,20,2,262.855,8.0,1.0,0.3333333333333333,0,1
12560,52,1,1292.31,812,76,1,1292.31,52.0,1.0,0.5,0,0
12561,212,1,238.85,177,16,1,238.85,212.0,0.0,0.0,0,1
12562,36,5,2484.41,1307,67,5,496.88199999999995,77.0,0.0,0.0,0,0
12563,318,1,221.24,112,12,1,221.24,318.0,0.0,0.0,0,1
12564,170,1,402.90000000000003,130,20,1,402.90000000000003,170.0,0.0,0.0,0,1
12565,198,1,145.92000000000002,80,9,1,145.92000000000002,198.0,1.0,0.5,0,1
12567,5,14,9298.18,4485,314,11,664.1557142857143,43.84615384615385,2.0,0.125,0,0
12568,554,1,52.0,47,4,1,52.0,554.0,0.0,0.0,0,1
12569,1,15,1645.68,828,47,6,109.712,11.428571428571429,2.0,0.11764705882352941,0,0
12571,31,1,248.35,197,14,1,248.35,31.0,0.0,0.0,0,0
12573,136,5,717.41,479,107,4,143.482,59.25,0.0,0.0,0,1
12574,225,1,182.45000000000002,59,10,1,182.45000000000002,225.0,0.0,0.0,0,1
12575,366,2,568.82,312,33,2,284.41,69.0,0.0,0.0,0,1
12576,5,7,1683.44,1190,96,7,240.49142857142857,71.66666666666667,3.0,0.3,0,0
12577,268,6,1186.3899999999999,856,195,4,197.73166666666665,75.2,0.0,0.0,0,0
12578,239,3,3036.6,1917,108,3,1012.1999999999999,56.5,3.0,0.5,0,0
12580,156,2,962.9,564,51,2,481.45,329.0,0.0,0.0,0,1
12582,148,4,1820.4,981,87,4,455.1,112.66666666666667,0.0,0.0,0,1
12583,16,21,9696.41,6891,116,18,461.7338095238095,31.35,2.0,0.08695652173913043,0,0
12584,36,4,698.59,135,26,4,174.6475,51.0,4.0,0.5,0,0
12585,143,2,1824.1,1267,76,2,912.05,117.0,2.0,0.5,0,1
12586,284,3,1865.73,608,76,3,621.91,174.0,1.0,0.25,0,0
12588,309,2,543.88,380,26,2,271.94,198.0,1.0,0.3333333333333333,0,0
12589,54,5,2833.73,1521,105,4,566.746,136.0,3.0,0.375,0,0
12590,120,1,9341.26,4282,67,1,9341.26,120.0,3.0,0.75,0,1
12591,226,3,1114.95,645,62,3,371.65000000000003,45.5,0.0,0.0,0,1
12592,1,4,1723.64,1866,40,3,430.91,142.33333333333334,3.0,0.42857142857142855,0,1
12593,18,3,382.1,204,13,2,127.36666666666667,55.0,0.0,0.0,0,1
12594,30,12,4081.79,2424,77,12,340.14916666666664,47.72727272727273,2.0,0.14285714285714285,0,0
12595,414,1,281.02,270,18,1,281.02,414.0,0.0,0.0,0,1
12596,151,1,213.95,154,14,1,213.95,151.0,0.0,0.0,0,0
12597,92,2,1120.81,664,71,2,560.405,85.0,0.0,0.0,0,0
12598,71,6,2807.39,1897,101,5,467.8983333333333,97.4,4.0,0.4,0,0
12599,36,12,1869.18,1968,41,10,155.76500000000001,41.0,0.0,0.0,0,0
12600,22,18,3795.37,1123,46,15,210.8538888888889,36.411764705882355,5.0,0.21739130434782608,0,0
12601,99,6,573.26,284,23,6,95.54333333333334,42.8,1.0,0.14285714285714285,0,1
12604,171,1,160.5,136,9,1,160.5,171.0,0.0,0.0,0,0
12605,285,3,1124.95,921,62,3,374.98333333333335,40.5,1.0,0.25,0,1
12608,314,1,415.79,323,16,1,415.79,314.0,0.0,0.0,1,1
12609,95,8,2731.7400000000002,1402,116,8,341.46750000000003,76.14285714285714,1.0,0.1111111111111111,0,0
12610,15,2,1104.25,620,67,1,552.125,19.0,1.0,0.3333333333333333,0,0
12613,107,8,4521.51,3249,172,7,565.18875,75.28571428571429,2.0,0.2,0,0
12614,187,1,315.6,76,20,1,315.6,187.0,0.0,0.0,0,1
12615,77,5,3850.53,2341,166,4,770.106,115.5,3.0,0.375,0,0
12616,4,3,1023.1,492,31,3,341.03333333333336,146.5,3.0,0.5,0,1
12619,25,5,1675.9199999999998,1886,31,5,335.18399999999997,111.0,1.0,0.16666666666666666,0,0
12620,114,1,561.66,434,33,1,561.66,114.0,0.0,0.0,0,0
12621,9,30,18908.57,11599,296,17,630.2856666666667,19.586206896551722,9.0,0.23076923076923078,0,0
12622,141,1,162.1,68,10,1,162.1,141.0,0.0,0.0,0,1
12623,185,7,3315.84,1947,111,7,473.6914285714286,70.0,2.0,0.2222222222222222,0,1
12624,15,2,569.13,351,35,2,284.565,71.0,0.0,0.0,0,1
12625,121,4,4678.88,3282,143,4,1169.72,128.0,1.0,0.2,0,1
12626,22,6,4288.0,2310,169,4,714.6666666666666,42.8,4.0,0.4,0,0
12627,5,4,2493.83,1562,111,3,623.4575,14.666666666666666,0.0,0.0,0,0
12629,295,2,1198.22,713,39,2,599.11,37.0,0.0,0.0,0,1
12631,365,5,2841.07,1371,105,4,568.214,59.25,1.0,0.16666666666666666,0,0
12632,430,2,714.88,689,31,2,357.44,44.0,2.0,0.5,0,1
12633,39,6,4958.93,3116,212,6,826.4883333333333,79.0,3.0,0.3333333333333333,0,0
12634,457,1,360.0,336,19,1,360.0,457.0,0.0,0.0,0,1
12635,64,3,1744.8700000000001,1166,105,3,581.6233333333333,150.5,0.0,0.0,0,0
12637,1,11,7777.81,4096,272,8,707.0736363636364,45.1,2.0,0.15384615384615385,0,0
12638,549,1,169.8,84,8,1,169.8,549.0,0.0,0.0,0,0
12639,148,3,1072.3700000000001,625,57,3,357.4566666666667,194.5,0.0,0.0,0,1
12641,24,1,145.9,71,9,1,145.9,24.0,0.0,0.0,0,1
12642,17,1,330.45,275,23,1,330.45,17.0,0.0,0.0,0,0
12643,37,11,7803.82,4642,13,9,709.4381818181818,48.2,2.0,0.15384615384615385,0,1
12644,39,4,1900.49,1031,105,4,475.1225,188.0,2.0,0.3333333333333333,0,1
12645,19,7,2804.98,1851,105,7,400.7114285714286,93.16666666666667,2.0,0.2222222222222222,0,0
12647,35,32,13435.44,6107,228,17,419.8575,18.322580645161292,9.0,0.21951219512195122,0,0
12648,64,4,1039.0,513,37,4,259.75,182.0,1.0,0.2,0,1
12649,16,8,2096.65,1948,93,6,262.08125,84.0,2.0,0.2,0,1
12651,244,4,377.75,265,30,4,94.4375,43.333333333333336,1.0,0.2,0,1
12652,240,2,891.0300000000001,529,50,2,445.51500000000004,102.0,1.0,0.3333333333333333,0,1
12653,58,3,4160.83,1681,76,3,1386.9433333333334,189.0,0.0,0.0,0,1
12654,107,3,301.75,149,18,2,100.58333333333333,48.5,0.0,0.0,0,0
12655,333,1,243.35000000000002,79,15,1,243.35000000000002,333.0,0.0,0.0,0,1
12656,25,6,4619.33,2386,139,6,769.8883333333333,89.2,3.0,0.3333333333333333,0,0
12661,345,1,162.0,216,11,1,162.0,345.0,0.0,0.0,0,1
12662,16,16,5024.42,2736,134,14,314.02625,34.0,2.0,0.1111111111111111,0,0
12663,534,2,185.4,178,8,2,92.7,43.0,1.0,0.3333333333333333,0,1
12664,53,5,2785.64,788,9,5,557.1279999999999,145.75,0.0,0.0,0,0
12665,234,3,259.6,162,12,3,86.53333333333335,172.0,2.0,0.4,0,1
12666,303,1,1248.42,370,31,1,1248.42,303.0,1.0,0.5,0,1
12668,168,8,9167.35,4682,257,8,1145.91875,59.57142857142857,1.0,0.1111111111111111,0,0
12669,60,2,1427.73,1104,96,2,713.865,105.0,1.0,0.3333333333333333,0,1
12670,8,5,2182.71,979,53,5,436.54200000000003,141.75,0.0,0.0,0,0
12671,515,1,2622.48,1459,44,1,2622.48,515.0,0.0,0.0,0,1
12672,239,2,407.05,136,21,2,203.525,265.0,1.0,0.3333333333333333,0,1
12673,236,2,786.4,517,51,2,393.2,75.0,0.0,0.0,0,0
12674,1,3,1312.0,782,41,3,437.3333333333333,58.0,1.0,0.25,0,0
12675,463,2,873.25,333,110,2,436.625,24.0,2.0,0.5,0,1
12676,33,8,2079.75,1680,57,6,259.96875,51.285714285714285,1.0,0.1111111111111111,0,0
12677,464,2,359.1,174,12,2,179.55,111.0,1.0,0.3333333333333333,0,1
12678,10,14,23997.98,16626,185,12,1714.1414285714286,46.15384615384615,2.0,0.125,0,0
12679,115,2,798.38,401,42,2,399.19,77.0,1.0,0.3333333333333333,0,0
12680,22,1,275.78,228,19,1,275.78,22.0,0.0,0.0,0,0
12681,61,37,23519.8,14759,423,18,635.6702702702703,15.944444444444445,9.0,0.1956521739130435,0,0
12682,10,40,17090.32,8398,280,21,427.258,16.358974358974358,1.0,0.024390243902439025,0,0
12683,2,18,8789.32,5957,223,11,488.29555555555555,37.23529411764706,5.0,0.21739130434782608,0,0
12684,80,3,1241.48,1266,35,2,413.82666666666665,21.0,0.0,0.0,0,0
12685,2,2,1462.42,909,82,1,731.21,1.0,0.0,0.0,0,0
12686,281,1,71.14,106,6,1,71.14,281.0,0.0,0.0,0,1
12687,390,1,1858.91,1402,125,1,1858.91,390.0,0.0,0.0,0,1
12688,23,1,4873.81,3028,171,1,4873.81,23.0,0.0,0.0,0,1
12689,37,1,475.03000000000003,279,33,1,475.03000000000003,37.0,0.0,0.0,0,0
12690,115,1,335.01,103,15,1,335.01,115.0,0.0,0.0,0,1
12691,54,4,600.9,244,19,4,150.225,91.66666666666667,0.0,0.0,0,0
12692,546,1,110.95,36,13,1,110.95,546.0,0.0,0.0,0,1
12693,36,7,1415.02,520,62,7,202.1457142857143,65.83333333333333,4.0,0.36363636363636365,0,1
12694,92,2,1287.18,1162,61,2,643.59,237.0,1.0,0.3333333333333333,0,0
12695,16,5,1122.92,404,40,5,224.584,139.25,0.0,0.0,0,0
12696,344,2,731.91,561,42,2,365.955,74.0,1.0,0.3333333333333333,0,1
12697,40,2,573.91,355,26,2,286.955,37.0,1.0,0.3333333333333333,0,0
12698,499,1,285.75,108,15,1,285.75,499.0,0.0,0.0,0,1
12699,327,1,566.11,369,40,1,566.11,327.0,0.0,0.0,0,1
12700,65,2,1951.05,1365,109,2,975.525,58.0,1.0,0.3333333333333333,0,0
12701,151,5,1823.78,1286,91,3,364.756,97.5,0.0,0.0,0,0
12703,542,3,632.98,426,43,2,210.99333333333334,25.5,2.0,0.4,0,0
12704,15,3,900.9200000000001,460,39,2,300.3066666666667,31.5,0.0,0.0,0,0
12705,67,9,8660.33,5768,282,8,962.2588888888889,46.875,6.0,0.4,0,0
12707,201,1,603.42,256,33,1,603.42,201.0,0.0,0.0,0,1
12708,11,15,3950.52,2087,114,14,263.368,44.214285714285715,11.0,0.4230769230769231,0,0
12709,5,28,27017.45,12663,187,18,964.9089285714286,23.48148148148148,17.0,0.37777777777777777,0,0
12710,6,3,1023.02,844,74,3,341.00666666666666,52.0,1.0,0.25,0,1
12711,521,2,1213.05,763,55,2,606.525,65.0,0.0,0.0,0,1
12712,16,19,5555.9800000000005,2048,122,16,292.42,34.611111111111114,6.0,0.24,0,0
12714,16,11,11586.550000000001,7897,401,11,1053.3227272727274,62.8,0.0,0.0,0,0
12715,15,1,263.36,190,19,1,263.36,15.0,0.0,0.0,0,1
12716,42,1,623.9,500,44,1,623.9,42.0,0.0,0.0,0,0
12717,60,3,1058.91,595,59,3,352.97,219.5,1.0,0.25,0,1
12720,3,21,5065.39,4395,229,13,241.20904761904762,20.6,9.0,0.3,0,0
12721,92,6,2749.86,1812,145,6,458.31,57.6,2.0,0.25,0,0
12722,24,3,929.65,559,48,2,309.8833333333333,17.5,2.0,0.4,0,0
12724,82,5,1404.47,1103,71,5,280.894,90.25,0.0,0.0,0,0
12725,280,3,1906.76,1136,91,3,635.5866666666667,106.5,0.0,0.0,0,1
12726,94,9,2638.8199999999997,3404,51,9,293.2022222222222,54.875,0.0,0.0,0,0
12727,4,9,4334.53,2451,113,8,481.6144444444444,69.875,2.0,0.18181818181818182,0,0
12728,166,4,725.15,373,38,4,181.2875,42.0,0.0,0.0,0,0
12729,23,1,417.01,231,25,1,417.01,23.0,0.0,0.0,0,1
12730,431,1,703.25,227,46,1,703.25,431.0,0.0,0.0,0,1
12731,53,13,18060.05,8635,113,12,1389.2346153846154,41.916666666666664,1.0,0.07142857142857142,0,0
12732,89,1,218.26000000000002,110,11,1,218.26000000000002,89.0,0.0,0.0,0,1
12733,143,4,2424.02,895,116,4,606.005,151.66666666666666,2.0,0.3333333333333333,0,1
12734,262,3,603.65,263,16,2,201.21666666666667,19.5,0.0,0.0,0,1
